end;Indicateurs;ti_metropole;ti_fr;start
2020-10-05;2020-09-29|2020-10-05;258.57195537004054;;2020-09-29
2020-10-06;2020-09-30|2020-10-06;279.0738434226111;;2020-09-30
2020-10-07;2020-10-01|2020-10-07;298.4195039508964;;2020-10-01
2020-10-08;2020-10-02|2020-10-08;318.8367899894949;;2020-10-02
2020-10-09;2020-10-03|2020-10-09;335.06627633647474;;2020-10-03
2020-10-10;2020-10-04|2020-10-10;339.4796813986856;;2020-10-04
2020-10-11;2020-10-05|2020-10-11;340.9179156362112;;2020-10-05
2020-10-12;2020-10-06|2020-10-12;358.57153588505463;;2020-10-06
2020-10-13;2020-10-07|2020-10-13;370.48631951945777;;2020-10-07
2020-10-14;2020-10-08|2020-10-14;377.2121796302391;;2020-10-08
2020-10-15;2020-10-09|2020-10-15;384.7276585380934;;2020-10-09
2020-10-16;2020-10-10|2020-10-16;394.28768611693994;;2020-10-10
2020-10-17;2020-10-11|2020-10-17;399.9560210530702;;2020-10-11
2020-10-18;2020-10-12|2020-10-18;401.38015495493374;;2020-10-12
2020-10-19;2020-10-13|2020-10-19;411.26449025400666;;2020-10-13
2020-10-20;2020-10-14|2020-10-20;430.1448397054454;;2020-10-14
2020-10-21;2020-10-15|2020-10-21;451.67605226134305;;2020-10-15
2020-10-22;2020-10-16|2020-10-22;472.9252581040005;;2020-10-16
2020-10-23;2020-10-17|2020-10-23;492.82083172310433;;2020-10-17
2020-10-24;2020-10-18|2020-10-24;502.01425057473847;;2020-10-18
2020-10-25;2020-10-19|2020-10-25;504.0164982387447;;2020-10-19
2020-10-26;2020-10-20|2020-10-26;531.7518584859292;;2020-10-20
2020-10-27;2020-10-21|2020-10-27;544.4985619243912;;2020-10-21
2020-10-28;2020-10-22|2020-10-28;545.3163813927881;;2020-10-22
2020-10-29;2020-10-23|2020-10-29;535.6435511286454;;2020-10-23
2020-10-30;2020-10-24|2020-10-30;529.2137980667663;;2020-10-24
2020-10-31;2020-10-25|2020-10-31;523.4608611166641;;2020-10-25
2020-11-01;2020-10-26|2020-11-01;541.0680912611796;;2020-10-26
2020-11-02;2020-10-27|2020-11-02;515.4380521316906;;2020-10-27
2020-11-03;2020-10-28|2020-11-03;485.4907722292056;;2020-10-28
2020-11-04;2020-10-29|2020-11-04;458.0310735442135;;2020-10-29
2020-11-05;2020-10-30|2020-11-05;429.29176939789346;;2020-10-30
2020-11-06;2020-10-31|2020-11-06;394.1279293138893;;2020-10-31
2020-11-07;2020-11-01|2020-11-07;377.2000533415698;;2020-11-01
2020-11-08;2020-11-02|2020-11-08;371.4149676261581;;2020-11-02
2020-11-09;2020-11-03|2020-11-09;331.1999642979501;;2020-11-03
2020-11-10;2020-11-04|2020-11-10;298.91343870913687;;2020-11-04
2020-11-11;2020-11-05|2020-11-11;241.97487327235197;;2020-11-05
2020-11-12;2020-11-06|2020-11-12;228.16937562902922;;2020-11-06
2020-11-13;2020-11-07|2020-11-13;207.88632478593314;;2020-11-07
2020-11-14;2020-11-08|2020-11-14;200.45967799274953;;2020-11-08
2020-11-15;2020-11-09|2020-11-15;198.7225166391892;;2020-11-09
2020-11-16;2020-11-10|2020-11-16;178.0745491091602;;2020-11-10
2020-11-17;2020-11-11|2020-11-17;163.2957052950885;;2020-11-11
2020-11-18;2020-11-12|2020-11-18;181.2179369382933;;2020-11-12
2020-11-19;2020-11-13|2020-11-19;161.0271022904268;;2020-11-13
2020-11-20;2020-11-14|2020-11-20;151.55153572219575;;2020-11-14
2020-11-21;2020-11-15|2020-11-21;151.2655809149701;;2020-11-15
2020-11-22;2020-11-16|2020-11-22;151.23582920672322;;2020-11-16
2020-11-23;2020-11-17|2020-11-23;140.54537771785294;;2020-11-17
2020-11-24;2020-11-18|2020-11-24;131.16188634149484;;2020-11-18
2020-11-25;2020-11-19|2020-11-25;126.67642856405106;;2020-11-19
2020-11-26;2020-11-20|2020-11-26;123.89076625066328;;2020-11-20
2020-11-27;2020-11-21|2020-11-27;119.71241378393822;;2020-11-21
2020-11-28;2020-11-22|2020-11-28;117.0012012428459;;2020-11-22
2020-11-29;2020-11-23|2020-11-29;116.60794288123226;;2020-11-23
2020-11-30;2020-11-24|2020-11-30;113.57270462662682;;2020-11-24
2020-12-01;2020-11-25|2020-12-01;111.20554027568765;;2020-11-25
2020-12-02;2020-11-26|2020-12-02;106.95866017764517;;2020-11-26
2020-12-03;2020-11-27|2020-12-03;104.16580669306977;;2020-11-27
2020-12-04;2020-11-28|2020-12-04;103.63450604532504;;2020-11-28
2020-12-05;2020-11-29|2020-12-05;104.19837846844904;;2020-11-29
2020-12-06;2020-11-30|2020-12-06;103.81738739886137;;2020-11-30
2020-12-07;2020-12-01|2020-12-07;105.2740930761042;;2020-12-01
2020-12-08;2020-12-02|2020-12-08;107.20583906180033;;2020-12-02
2020-12-09;2020-12-03|2020-12-09;109.99671849938306;;2020-12-03
2020-12-10;2020-12-04|2020-12-10;114.90871143060279;;2020-12-04
2020-12-11;2020-12-05|2020-12-11;118.90954067134308;;2020-12-05
2020-12-12;2020-12-06|2020-12-12;121.06900707798076;;2020-12-06
2020-12-13;2020-12-07|2020-12-13;122.61919798066273;;2020-12-07
2020-12-14;2020-12-08|2020-12-14;129.40935562206292;;2020-12-08
2020-12-15;2020-12-09|2020-12-15;134.9079225168225;;2020-12-09
2020-12-16;2020-12-10|2020-12-16;139.71825202791908;;2020-12-10
2020-12-17;2020-12-11|2020-12-17;140.11179239624593;;2020-12-11
2020-12-18;2020-12-12|2020-12-18;143.17706436581147;;2020-12-12
2020-12-19;2020-12-13|2020-12-19;146.00784775331775;;2020-12-13
2020-12-20;2020-12-14|2020-12-20;146.79577451011116;;2020-12-14
2020-12-21;2020-12-15|2020-12-21;147.42464948063704;;2020-12-15
2020-12-22;2020-12-16|2020-12-22;150.2861715998865;;2020-12-16
2020-12-23;2020-12-17|2020-12-23;151.54307552079854;;2020-12-17
2020-12-24;2020-12-18|2020-12-24;150.82198435504307;;2020-12-18
2020-12-25;2020-12-19|2020-12-25;128.1765632751329;;2020-12-19
2020-12-26;2020-12-20|2020-12-26;130.1689407041757;;2020-12-20
2020-12-27;2020-12-21|2020-12-27;129.19883761062903;;2020-12-21
2020-12-28;2020-12-22|2020-12-28;130.20094846612847;;2020-12-22
2020-12-29;2020-12-23|2020-12-29;128.62467194247176;;2020-12-23
2020-12-30;2020-12-24|2020-12-30;127.60902476473677;;2020-12-24
2020-12-31;2020-12-25|2020-12-31;127.11875609376852;;2020-12-25
2021-01-01;2020-12-26|2021-01-01;123.82914778382029;;2020-12-26
2021-01-02;2020-12-27|2021-01-02;125.67629175554431;;2020-12-27
2021-01-03;2020-12-28|2021-01-03;127.77724176918463;;2020-12-28
2021-01-04;2020-12-29|2021-01-04;133.9390884534854;;2020-12-29
2021-01-05;2020-12-30|2021-01-05;138.80370425688076;;2020-12-30
2021-01-06;2020-12-31|2021-01-06;142.31468783672264;;2020-12-31
2021-01-07;2021-01-01|2021-01-07;148.16632713645905;;2021-01-01
2021-01-08;2021-01-02|2021-01-08;172.85601488064825;;2021-01-02
2021-01-09;2021-01-03|2021-01-09;171.4741819857707;;2021-01-03
2021-01-10;2021-01-04|2021-01-10;171.1780749368684;;2021-01-04
2021-01-11;2021-01-05|2021-01-11;169.69753969235677;;2021-01-05
2021-01-12;2021-01-06|2021-01-12;168.97842257359397;;2021-01-06
2021-01-13;2021-01-07|2021-01-13;172.03819541225135;;2021-01-07
2021-01-14;2021-01-08|2021-01-14;174.6326571740622;;2021-01-08
2021-01-15;2021-01-09|2021-01-15;176.49390148144823;;2021-01-09
2021-01-16;2021-01-10|2021-01-16;177.5232259847754;;2021-01-10
2021-01-17;2021-01-11|2021-01-17;177.66422934139553;;2021-01-11
2021-01-18;2021-01-12|2021-01-18;181.3726176205056;;2021-01-12
2021-01-19;2021-01-13|2021-01-19;183.4594672984839;;2021-01-13
2021-01-20;2021-01-14|2021-01-20;183.84017636135835;;2021-01-14
2021-01-21;2021-01-15|2021-01-21;185.7014206687444;;2021-01-15
2021-01-22;2021-01-16|2021-01-22;187.7459693397366;;2021-01-16
2021-01-23;2021-01-17|2021-01-23;187.7177686684126;;2021-01-17
2021-01-24;2021-01-18|2021-01-24;186.97045087832578;;2021-01-18
2021-01-25;2021-01-19|2021-01-25;186.98455121398777;;2021-01-19
2021-01-26;2021-01-20|2021-01-26;187.13965490626995;;2021-01-20
2021-01-27;2021-01-21|2021-01-27;187.6190663187785;;2021-01-21
2021-01-28;2021-01-22|2021-01-28;190.31223043022345;;2021-01-22
2021-01-29;2021-01-23|2021-01-29;193.76681266741724;;2021-01-23
2021-01-30;2021-01-24|2021-01-30;196.93938819137074;;2021-01-24
2021-01-31;2021-01-25|2021-01-31;198.67372947779864;;2021-01-25
2021-02-01;2021-01-26|2021-02-01;204.52536877753508;;2021-01-26
2021-02-02;2021-01-27|2021-02-02;209.65789095850874;;2021-01-27
2021-02-03;2021-01-28|2021-02-03;212.46385775524982;;2021-01-28
2021-02-04;2021-01-29|2021-02-04;211.67423895817697;;2021-01-29
2021-02-05;2021-01-30|2021-02-05;211.4486335875847;;2021-01-30
2021-02-06;2021-01-31|2021-02-06;209.85529565777696;;2021-01-31
2021-02-07;2021-02-01|2021-02-07;208.7131684691537;;2021-02-01
2021-02-08;2021-02-02|2021-02-08;205.7097969731444;;2021-02-02
2021-02-09;2021-02-03|2021-02-09;204.11645904333665;;2021-02-03
2021-02-10;2021-02-04|2021-02-10;201.36689358924363;;2021-02-04
2021-02-11;2021-02-05|2021-02-11;198.9134351840529;;2021-02-05
2021-02-12;2021-02-06|2021-02-12;196.3612744292281;;2021-02-06
2021-02-13;2021-02-07|2021-02-13;196.10746838731185;;2021-02-07
2021-02-14;2021-02-08|2021-02-14;196.5445787928343;;2021-02-08
2021-02-15;2021-02-09|2021-02-15;198.22251873661415;;2021-02-09
2021-02-16;2021-02-10|2021-02-16;200.60547546349477;;2021-02-10
2021-02-17;2021-02-11|2021-02-17;208.41706142025137;;2021-02-11
2021-02-18;2021-02-12|2021-02-18;219.95113599178006;;2021-02-12
2021-02-19;2021-02-13|2021-02-19;232.62733775193203;;2021-02-13
2021-02-20;2021-02-14|2021-02-20;238.54947872997855;;2021-02-14
2021-02-21;2021-02-15|2021-02-21;240.3402213590545;;2021-02-15
2021-02-22;2021-02-16|2021-02-22;257.3029251604592;;2021-02-16
2021-02-23;2021-02-17|2021-02-23;267.06035743857393;;2021-02-17
2021-02-24;2021-02-18|2021-02-24;271.5019631721088;;2021-02-18
2021-02-25;2021-02-19|2021-02-25;275.60516084975535;;2021-02-19
2021-02-26;2021-02-20|2021-02-26;277.7625122060437;;2021-02-20
2021-02-27;2021-02-21|2021-02-27;282.28871995355064;;2021-02-21
2021-02-28;2021-02-22|2021-02-28;282.7117300234112;;2021-02-22
2021-03-01;2021-02-23|2021-03-01;284.417870638515;;2021-02-23
2021-03-02;2021-02-24|2021-03-02;286.71622535142353;;2021-02-24
2021-03-03;2021-02-25|2021-03-03;293.45618579786697;;2021-02-25
2021-03-04;2021-02-26|2021-03-04;294.9508213780406;;2021-02-26
2021-03-05;2021-02-27|2021-03-05;299.7731361744499;;2021-02-27
2021-03-06;2021-02-28|2021-03-06;301.0985677266794;;2021-02-28
2021-03-07;2021-03-01|2021-03-07;301.676681488822;;2021-03-01
2021-03-08;2021-03-02|2021-03-08;307.52832078855846;;2021-03-02
2021-03-09;2021-03-03|2021-03-09;315.81931815782355;;2021-03-03
2021-03-10;2021-03-04|2021-03-10;325.42164674365614;;2021-03-04
2021-03-11;2021-03-05|2021-03-11;341.1999223494515;;2021-03-05
2021-03-12;2021-03-06|2021-03-12;356.8512949342888;;2021-03-06
2021-03-13;2021-03-07|2021-03-13;369.6402993797368;;2021-03-07
2021-03-14;2021-03-08|2021-03-14;376.6763668750825;;2021-03-08
2021-03-15;2021-03-09|2021-03-15;407.2740952616562;;2021-03-09
2021-03-16;2021-03-10|2021-03-16;432.513696096664;;2021-03-10
2021-03-17;2021-03-11|2021-03-17;455.201136176847;;2021-03-11
2021-03-18;2021-03-12|2021-03-18;473.4751711948191;;2021-03-12
2021-03-19;2021-03-13|2021-03-19;489.9020622410672;;2021-03-13
2021-03-20;2021-03-14|2021-03-20;501.1400297636935;;2021-03-14
2021-03-21;2021-03-15|2021-03-21;503.79089286815247;;2021-03-15
2021-03-22;2021-03-16|2021-03-22;526.6757376476037;;2021-03-16
2021-03-23;2021-03-17|2021-03-23;540.8465749879292;;2021-03-17
2021-03-24;2021-03-18|2021-03-24;553.5509774194052;;2021-03-18
2021-03-25;2021-03-19|2021-03-25;563.0123026486176;;2021-03-19
2021-03-26;2021-03-20|2021-03-26;572.0506178079696;;2021-03-20
2021-03-27;2021-03-21|2021-03-27;579.0302839606672;;2021-03-21
2021-03-28;2021-03-22|2021-03-28;575.5334007164873;;2021-03-22
2021-03-29;2021-03-23|2021-03-29;581.6388460581402;;2021-03-23
2021-03-30;2021-03-24|2021-03-30;591.5936830355231;;2021-03-24
2021-03-31;2021-03-25|2021-03-31;589.5068333575448;;2021-03-25
2021-04-01;2021-03-26|2021-04-01;607.3801368360024;;2021-03-26
2021-04-02;2021-03-27|2021-04-02;605.7296925467635;;2021-03-27
2021-04-03;2021-03-28|2021-04-03;599.4384047810855;;2021-03-28
2021-04-04;2021-03-29|2021-04-04;598.8037486729381;;2021-03-29
2021-04-05;2021-03-30|2021-04-05;493.01541635524023;;2021-03-30
2021-04-06;2021-03-31|2021-04-06;511.4500541964027;;2021-03-31
2021-04-07;2021-04-01|2021-04-07;511.0171738915789;;2021-04-01
2021-04-08;2021-04-02|2021-04-08;503.53609980273984;;2021-04-02
2021-04-09;2021-04-03|2021-04-09;501.4242925306397;;2021-04-03
2021-04-10;2021-04-04|2021-04-10;501.67809857255594;;2021-04-04
2021-04-11;2021-04-05|2021-04-11;503.2853958346692;;2021-04-05
2021-04-12;2021-04-06|2021-04-12;587.022213210541;;2021-04-06
2021-04-13;2021-04-07|2021-04-13;540.3240165482949;;2021-04-07
2021-04-14;2021-04-08|2021-04-14;519.4118087279597;;2021-04-08
2021-04-15;2021-04-09|2021-04-15;504.6532693972414;;2021-04-09
2021-04-16;2021-04-10|2021-04-16;488.5990502225403;;2021-04-10
2021-04-17;2021-04-11|2021-04-17;479.9785280088539;;2021-04-11
2021-04-18;2021-04-12|2021-04-18;478.0892240335004;;2021-04-12
2021-04-19;2021-04-13|2021-04-19;463.8112241421435;;2021-04-13
2021-04-20;2021-04-14|2021-04-20;453.80449792952436;;2021-04-14
2021-04-21;2021-04-15|2021-04-21;446.02604776157347;;2021-04-15
2021-04-22;2021-04-16|2021-04-22;435.5960294723806;;2021-04-16
2021-04-23;2021-04-17|2021-04-23;421.10708855952;;2021-04-17
2021-04-24;2021-04-18|2021-04-24;412.3058000426464;;2021-04-18
2021-04-25;2021-04-19|2021-04-25;409.2745098820264;;2021-04-19
2021-04-26;2021-04-20|2021-04-26;388.471861669785;;2021-04-20
2021-04-27;2021-04-21|2021-04-27;371.3995982602865;;2021-04-21
2021-04-28;2021-04-22|2021-04-28;355.4600148145177;;2021-04-22
2021-04-29;2021-04-23|2021-04-29;340.04242579495667;;2021-04-23
2021-04-30;2021-04-24|2021-04-30;330.0437367736648;;2021-04-24
2021-05-01;2021-04-25|2021-05-01;300.68810695555806;;2021-04-25
2021-05-02;2021-04-26|2021-05-02;300.36520926889796;;2021-04-26
2021-05-03;2021-04-27|2021-05-03;292.1029765843833;;2021-04-27
2021-05-04;2021-04-28|2021-05-04;286.34383548658974;;2021-04-28
2021-05-05;2021-04-29|2021-05-05;277.0935922822377;;2021-04-29
2021-05-06;2021-04-30|2021-05-06;271.10743578028564;;2021-04-30
2021-05-07;2021-05-01|2021-05-07;259.9938332181982;;2021-05-01
2021-05-08;2021-05-02|2021-05-08;261.1782614138075;;2021-05-02
2021-05-09;2021-05-03|2021-05-09;258.8233643548943;;2021-05-03
2021-05-10;2021-05-04|2021-05-10;248.04591379498942;;2021-05-04
2021-05-11;2021-05-05|2021-05-11;239.0353762968916;;2021-05-05
2021-05-12;2021-05-06|2021-05-12;234.94952203210934;;2021-05-06
2021-05-13;2021-05-07|2021-05-13;203.4387969114202;;2021-05-07
2021-05-14;2021-05-08|2021-05-14;200.45417886184134;;2021-05-08
2021-05-15;2021-05-09|2021-05-15;209.3146887884953;;2021-05-09
2021-05-16;2021-05-10|2021-05-16;207.66509051939607;;2021-05-10
2021-05-17;2021-05-11|2021-05-17;192.88243961469564;;2021-05-11
2021-05-18;2021-05-12|2021-05-18;186.24992372599675;;2021-05-12
2021-05-19;2021-05-13|2021-05-19;176.7980457216779;;2021-05-13
2021-05-20;2021-05-14|2021-05-20;194.18911772049464;;2021-05-14
2021-05-21;2021-05-15|2021-05-21;181.46610284594476;;2021-05-15
2021-05-22;2021-05-16|2021-05-22;176.00617087089913;;2021-05-16
2021-05-23;2021-05-17|2021-05-23;173.25364434631706;;2021-05-17
2021-05-24;2021-05-18|2021-05-24;141.94483603230796;;2021-05-18
2021-05-25;2021-05-19|2021-05-25;139.16100676255624;;2021-05-19
2021-05-26;2021-05-20|2021-05-26;134.11435562576426;;2021-05-20
2021-05-27;2021-05-21|2021-05-27;128.07870694563854;;2021-05-21
2021-05-28;2021-05-22|2021-05-28;123.88089601569988;;2021-05-22
2021-05-29;2021-05-23|2021-05-29;121.11751223265809;;2021-05-23
2021-05-30;2021-05-24|2021-05-30;120.20099041462709;;2021-05-24
2021-05-31;2021-05-25|2021-05-31;133.34532331875792;;2021-05-25
2021-06-01;2021-05-26|2021-06-01;118.99047659804305;;2021-05-26
2021-06-02;2021-05-27|2021-06-02;111.34527460209821;;2021-05-27
2021-06-03;2021-05-28|2021-06-03;103.79821094236104;;2021-05-28
2021-06-04;2021-05-29|2021-06-04;95.03287828142572;;2021-05-29
2021-06-05;2021-05-30|2021-06-05;91.25116825687316;;2021-05-30
2021-06-06;2021-05-31|2021-06-06;90.02599009120061;;2021-05-31
2021-06-07;2021-06-01|2021-06-07;81.25473528928725;;2021-06-01
2021-06-08;2021-06-02|2021-06-08;75.78549709270466;;2021-06-02
2021-06-09;2021-06-03|2021-06-09;69.7608466743953;;2021-06-03
2021-06-10;2021-06-04|2021-06-10;64.26101074942613;;2021-06-04
2021-06-11;2021-06-05|2021-06-11;61.03189287946796;;2021-06-05
2021-06-12;2021-06-06|2021-06-12;56.18137741173463;;2021-06-06
2021-06-13;2021-06-07|2021-06-13;55.09424153219324;;2021-06-07
2021-06-14;2021-06-08|2021-06-14;49.57917724470911;;2021-06-08
2021-06-15;2021-06-09|2021-06-15;46.07496182598501;;2021-06-09
2021-06-16;2021-06-10|2021-06-16;42.49361757118969;;2021-06-10
2021-06-17;2021-06-11|2021-06-17;39.76985573135814;;2021-06-11
2021-06-18;2021-06-12|2021-06-18;35.934423427933304;;2021-06-12
2021-06-19;2021-06-13|2021-06-19;34.44133888468249;;2021-06-13
2021-06-20;2021-06-14|2021-06-20;34.13282354039758;;2021-06-14
2021-06-21;2021-06-15|2021-06-21;31.240844696118195;;2021-06-15
2021-06-22;2021-06-16|2021-06-22;28.88467860699541;;2021-06-16
2021-06-23;2021-06-17|2021-06-23;28.010316792593827;;2021-06-17
2021-06-24;2021-06-18|2021-06-24;26.61438356205429;;2021-06-18
2021-06-25;2021-06-19|2021-06-25;26.35944949328505;;2021-06-19
2021-06-26;2021-06-20|2021-06-26;26.61156349492189;;2021-06-20
2021-06-27;2021-06-21|2021-06-27;27.046981860164927;;2021-06-21
2021-06-28;2021-06-22|2021-06-28;28.175149716482785;;2021-06-22
2021-06-29;2021-06-23|2021-06-29;29.641584625332406;;2021-06-23
2021-06-30;2021-06-24|2021-06-30;31.83996795839724;;2021-06-24
2021-07-01;2021-06-25|2021-07-01;34.67554546002856;;2021-06-25
2021-07-02;2021-06-26|2021-07-02;38.25858175510332;;2021-06-26
2021-07-03;2021-06-27|2021-07-03;40.77140257343111;;2021-06-27
2021-07-04;2021-06-28|2021-07-04;42.012232111688476;;2021-06-28
2021-07-05;2021-06-29|2021-07-05;46.54013189947489;;2021-06-29
2021-07-06;2021-06-30|2021-07-06;51.23554367492607;;2021-06-30
2021-07-07;2021-07-01|2021-07-07;55.832253100743124;;2021-07-01
2021-07-08;2021-07-02|2021-07-08;59.51497876894833;;2021-07-02
2021-07-09;2021-07-03|2021-07-09;62.278785562059994;;2021-07-03
2021-07-10;2021-07-04|2021-07-10;64.57558923804571;;2021-07-04
2021-07-11;2021-07-05|2021-07-11;65.35110769945656;;2021-07-05
2021-07-12;2021-07-06|2021-07-12;71.35897871832813;;2021-07-06
2021-07-13;2021-07-07|2021-07-13;78.0873768895287;;2021-07-07
2021-07-14;2021-07-08|2021-07-14;73.36686651659915;;2021-07-08
2021-07-15;2021-07-09|2021-07-15;87.34424725164187;;2021-07-09
2021-07-16;2021-07-10|2021-07-16;99.81190504735262;;2021-07-10
2021-07-17;2021-07-11|2021-07-17;110.376863548831;;2021-07-11
2021-07-18;2021-07-12|2021-07-18;114.28406656077551;;2021-07-12
2021-07-19;2021-07-13|2021-07-19;133.09884945138592;;2021-07-13
2021-07-20;2021-07-14|2021-07-20;149.57537367916427;;2021-07-14
2021-07-21;2021-07-15|2021-07-21;178.26250658353482;;2021-07-15
2021-07-22;2021-07-16|2021-07-22;185.54109985226722;;2021-07-16
2021-07-23;2021-07-17|2021-07-23;196.6621755922555;;2021-07-17
2021-07-24;2021-07-18|2021-07-24;203.21601160796033;;2021-07-18
2021-07-25;2021-07-19|2021-07-25;205.27325058104842;;2021-07-19
2021-07-26;2021-07-20|2021-07-26;212.9317068925155;;2021-07-20
2021-07-27;2021-07-21|2021-07-27;212.63447181676023;;2021-07-21
2021-07-28;2021-07-22|2021-07-28;210.41648901712517;;2021-07-22
2021-07-29;2021-07-23|2021-07-29;209.99728603789347;;2021-07-23
2021-07-30;2021-07-24|2021-07-30;207.33457865147847;;2021-07-24
2021-07-31;2021-07-25|2021-07-31;205.4035376825654;;2021-07-25
2021-08-01;2021-07-26|2021-08-01;203.99590117342643;;2021-07-26
2021-08-02;2021-07-27|2021-08-02;203.29102539368228;;2021-07-27
2021-08-03;2021-07-28|2021-08-03;204.23320982261816;;2021-07-28
2021-08-04;2021-07-29|2021-08-04;203.72066262130386;;2021-07-29
2021-08-05;2021-07-30|2021-08-05;203.13789574839276;;2021-07-30
2021-08-06;2021-07-31|2021-08-06;203.00901868044195;;2021-07-31
2021-08-07;2021-08-01|2021-08-07;201.8360117567189;;2021-08-01
2021-08-08;2021-08-02|2021-08-08;202.6246435302954;;2021-08-02
2021-08-09;2021-08-03|2021-08-09;202.33812470964327;;2021-08-03
2021-08-10;2021-08-04|2021-08-10;203.32472519591448;;2021-08-04
2021-08-11;2021-08-05|2021-08-11;201.28088154170533;;2021-08-05
2021-08-12;2021-08-06|2021-08-12;203.54525444566838;;2021-08-06
2021-08-13;2021-08-07|2021-08-13;203.38028051842284;;2021-08-07
2021-08-14;2021-08-08|2021-08-14;204.4231413439855;;2021-08-08
2021-08-15;2021-08-09|2021-08-15;203.48123892176287;;2021-08-09
2021-08-16;2021-08-10|2021-08-16;201.10406333250364;;2021-08-10
2021-08-17;2021-08-11|2021-08-17;195.5385198433495;;2021-08-11
2021-08-18;2021-08-12|2021-08-18;192.19575326795547;;2021-08-12
2021-08-19;2021-08-13|2021-08-19;186.69901941683196;;2021-08-13
2021-08-20;2021-08-14|2021-08-20;182.63586669246558;;2021-08-14
2021-08-21;2021-08-15|2021-08-21;180.05945336030211;;2021-08-15
2021-08-22;2021-08-16|2021-08-22;180.49219266176934;;2021-08-16
2021-08-23;2021-08-17|2021-08-23;178.06594790440636;;2021-08-17
2021-08-24;2021-08-18|2021-08-24;177.54296645470222;;2021-08-18
2021-08-25;2021-08-19|2021-08-25;176.5706073074496;;2021-08-19
2021-08-26;2021-08-20|2021-08-26;173.64055755688278;;2021-08-20
2021-08-27;2021-08-21|2021-08-27;171.90255018318274;;2021-08-21
2021-08-28;2021-08-22|2021-08-28;169.37901310975184;;2021-08-22
2021-08-29;2021-08-23|2021-08-29;168.78976008243617;;2021-08-23
2021-08-30;2021-08-24|2021-08-30;164.12057493131638;;2021-08-24
2021-08-31;2021-08-25|2021-08-31;161.52625417286214;;2021-08-25
2021-09-01;2021-08-26|2021-09-01;159.4559018876084;;2021-08-26
2021-09-02;2021-08-27|2021-09-02;154.68787338349787;;2021-08-27
2021-09-03;2021-08-28|2021-09-03;150.57974058836965;;2021-08-28
2021-09-04;2021-08-29|2021-09-04;148.94396064821925;;2021-08-29
2021-09-05;2021-08-30|2021-09-05;147.36345402386388;;2021-08-30
2021-09-06;2021-08-31|2021-09-06;140.10742129219074;;2021-08-31
